4,1,12,1,5,"PyInit_pyqcprot@7883-7887@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","PyInit_pyqcprot","PyInit_pyqcprot( void)",7883,7887
20,7,118,1,23,"__Pyx_check_single_interpreter@7888-7910@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_check_single_interpreter","__Pyx_check_single_interpreter( void)",7888,7910
15,5,101,5,15,"__Pyx_copy_spec_to_module@7911-7925@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_copy_spec_to_module","__Pyx_copy_spec_to_module( PyObject * spec , PyObject * moddict , const char * from_name , const char * to_name , int allow_none)",7911,7925
22,10,210,2,22,"__pyx_pymod_create@7926-7947@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__pyx_pymod_create","__pyx_pymod_create( PyObject * spec , CYTHON_UNUSED PyModuleDef * def)",7926,7947
100,65,1054,1,198,"__pyx_pymod_exec_pyqcprot@7950-8147@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__pyx_pymod_exec_pyqcprot","__pyx_pymod_exec_pyqcprot( PyObject * __pyx_pyinit_module)",7950,8147
13,3,84,1,13,"__Pyx_RefNannyImportAPI@8152-8164@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_RefNannyImportAPI","__Pyx_RefNannyImportAPI( const char * modname)",8152,8164
8,4,70,2,10,"__Pyx_PyObject_GetAttrStr@8169-8178@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_PyObject_GetAttrStr","__Pyx_PyObject_GetAttrStr( PyObject * obj , PyObject * attr_name)",8169,8178
9,3,49,1,12,"__Pyx_GetBuiltinName@8182-8193@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_GetBuiltinName","__Pyx_GetBuiltinName( PyObject * name)",8182,8193
24,4,95,5,24,"__Pyx_RaiseArgtupleInvalid@8196-8219@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_RaiseArgtupleInvalid","__Pyx_RaiseArgtupleInvalid( const char * func_name , int exact , Py_ssize_t num_min , Py_ssize_t num_max , Py_ssize_t num_found)",8196,8219
9,2,34,2,12,"__Pyx_RaiseDoubleKeywordsError@8222-8233@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_RaiseDoubleKeywordsError","__Pyx_RaiseDoubleKeywordsError( const char * func_name , PyObject * kw_name)",8222,8233
91,37,528,6,100,"__Pyx_ParseOptionalKeywords@8236-8335@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_ParseOptionalKeywords","__Pyx_ParseOptionalKeywords( PyObject * kwds , PyObject ** argnames [ ] , PyObject * kwds2 , PyObject * values [ ] , Py_ssize_t num_pos_args , const char * function_name)",8236,8335
17,7,108,4,19,"__Pyx__ArgTypeTest@8338-8356@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx__ArgTypeTest","__Pyx__ArgTypeTest( PyObject * obj , PyTypeObject * type , const char * name , int exact)",8338,8356
9,1,36,1,9,"__Pyx_Is_Little_Endian@8359-8367@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_Is_Little_Endian","__Pyx_Is_Little_Endian( void)",8359,8367
27,2,181,3,27,"__Pyx_BufFmt_Init@8370-8396@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_BufFmt_Init","__Pyx_BufFmt_Init( __Pyx_BufFmt_Context * ctx , __Pyx_BufFmt_StackElem * stack , __Pyx_TypeInfo * type)",8370,8396
15,5,84,1,15,"__Pyx_BufFmt_ParseNumber@8397-8411@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_BufFmt_ParseNumber","__Pyx_BufFmt_ParseNumber( const char ** ts)",8397,8411
7,2,38,1,7,"__Pyx_BufFmt_ExpectNumber@8412-8418@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_BufFmt_ExpectNumber","__Pyx_BufFmt_ExpectNumber( const char ** ts)",8412,8418
4,1,16,1,4,"__Pyx_BufFmt_RaiseUnexpectedChar@8419-8422@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_BufFmt_RaiseUnexpectedChar","__Pyx_BufFmt_RaiseUnexpectedChar( char ch)",8419,8422
25,25,162,2,25,"__Pyx_BufFmt_DescribeTypeChar@8423-8447@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_BufFmt_DescribeTypeChar","__Pyx_BufFmt_DescribeTypeChar( char ch , int is_complex)",8423,8447
18,22,132,2,18,"__Pyx_BufFmt_TypeCharToStandardSize@8448-8465@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_BufFmt_TypeCharToStandardSize","__Pyx_BufFmt_TypeCharToStandardSize( char ch , int is_complex)",8448,8465
17,24,162,2,19,"__Pyx_BufFmt_TypeCharToNativeSize@8466-8484@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_BufFmt_TypeCharToNativeSize","__Pyx_BufFmt_TypeCharToNativeSize( char ch , int is_complex)",8466,8484
16,21,177,2,18,"__Pyx_BufFmt_TypeCharToAlignment@8495-8512@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_BufFmt_TypeCharToAlignment","__Pyx_BufFmt_TypeCharToAlignment( char ch , CYTHON_UNUSED int is_complex)",8495,8512
16,21,177,2,18,"__Pyx_BufFmt_TypeCharToPadding@8527-8544@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_BufFmt_TypeCharToPadding","__Pyx_BufFmt_TypeCharToPadding( char ch , CYTHON_UNUSED int is_complex)",8527,8544
21,21,109,2,21,"__Pyx_BufFmt_TypeCharToGroup@8545-8565@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_BufFmt_TypeCharToGroup","__Pyx_BufFmt_TypeCharToGroup( char ch , int is_complex)",8545,8565
24,4,161,1,24,"__Pyx_BufFmt_RaiseExpected@8566-8589@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_BufFmt_RaiseExpected","__Pyx_BufFmt_RaiseExpected( __Pyx_BufFmt_Context * ctx)",8566,8589
102,30,740,1,102,"__Pyx_BufFmt_ProcessTypeChunk@8590-8691@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_BufFmt_ProcessTypeChunk","__Pyx_BufFmt_ProcessTypeChunk( __Pyx_BufFmt_Context * ctx)",8590,8691
43,19,287,2,43,"__pyx_buffmt_parse_array@8693-8735@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__pyx_buffmt_parse_array","__pyx_buffmt_parse_array( __Pyx_BufFmt_Context * ctx , const char ** tsp)",8693,8735
135,61,723,2,135,"__Pyx_BufFmt_CheckString@8736-8870@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_BufFmt_CheckString","__Pyx_BufFmt_CheckString( __Pyx_BufFmt_Context * ctx , const char * ts)",8736,8870
5,3,40,1,5,"__Pyx_SafeReleaseBuffer@8873-8877@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_SafeReleaseBuffer","__Pyx_SafeReleaseBuffer( Py_buffer * info)",8873,8877
